Species,Replicate,Dose,Time_h,RawOD
KT2440,2,1,17,5.818103232
KT2440,2,0,17,5.714120789
KT2440,3,90,17,0.099068841
KT2440,3,70,17,0.060556825
KT2440,3,50,17,0.083664035
KT2440,3,25,17,0.037449616
KT2440,3,20,17,0.040319385
KT2440,3,15,17,3.207631084
KT2440,3,10,17,6.110794555
KT2440,3,5,17,5.679459974
KT2440,3,2,17,5.791144821
KT2440,3,1,17,5.818103232
KT2440,3,0,17,5.733376797
KT2440,1,90,17.25,0.075961632
KT2440,1,70,17.25,0.04900322
KT2440,1,50,17.25,0.060556825
KT2440,1,25,17.25,0.037449616
KT2440,1,20,17.25,0.040319385
KT2440,1,15,17.25,2.992594364
KT2440,1,10,17.25,6.187818587
KT2440,1,5,17.25,5.744930402
KT2440,1,2,17.25,5.848912845
KT2440,1,1,17.25,5.83735924
KT2440,1,0,17.25,5.733376797
KT2440,2,90,17.25,0.075961632
KT2440,2,70,17.25,0.041300817
KT2440,2,50,17.25,0.045152019
KT2440,2,25,17.25,0.029747212
KT2440,2,20,17.25,0.035839453
KT2440,2,15,17.25,3.109072587
KT2440,2,10,17.25,6.19552099
KT2440,2,5,17.25,5.733376797
KT2440,2,2,17.25,5.821954434
KT2440,2,1,17.25,5.829656837
KT2440,2,0,17.25,5.71797199
KT2440,3,90,17.25,0.099068841
KT2440,3,70,17.25,0.056705624
KT2440,3,50,17.25,0.09521764
KT2440,3,25,17.25,0.041300817
KT2440,3,20,17.25,0.044799317
KT2440,3,15,17.25,3.221070879
KT2440,3,10,17.25,6.103092151
KT2440,3,5,17.25,5.694864781
KT2440,3,2,17.25,5.802698426
KT2440,3,1,17.25,5.825805635
KT2440,3,0,17.25,5.737227998
KT2440,1,90,17.5,0.07211043
KT2440,1,70,17.5,0.04900322
KT2440,1,50,17.5,0.060556825
KT2440,1,25,17.5,0.037449616
KT2440,1,20,17.5,0.040319385
KT2440,1,15,17.5,2.997074295
KT2440,1,10,17.5,6.2186282
KT2440,1,5,17.5,5.760335208
KT2440,1,2,17.5,5.856615248
KT2440,1,1,17.5,5.845061644
KT2440,1,0,17.5,5.737227998
KT2440,2,90,17.5,0.075961632
KT2440,2,70,17.5,0.041300817
KT2440,2,50,17.5,0.045152019
KT2440,2,25,17.5,0.029747212
KT2440,2,20,17.5,0.035839453
KT2440,2,15,17.5,3.109072587
KT2440,2,10,17.5,6.226330603
KT2440,2,5,17.5,5.748781603
KT2440,2,2,17.5,5.833508039
KT2440,2,1,17.5,5.833508039
KT2440,2,0,17.5,5.725674394
KT2440,3,90,17.5,0.099068841
KT2440,3,70,17.5,0.056705624
KT2440,3,50,17.5,0.087515237
KT2440,3,25,17.5,0.037449616
KT2440,3,20,17.5,0.040319385
KT2440,3,15,17.5,3.230030743
KT2440,3,10,17.5,6.141604168
KT2440,3,5,17.5,5.714120789
KT2440,3,2,17.5,5.814252031
KT2440,3,1,17.5,5.833508039
KT2440,3,0,17.5,5.7410792
KT2440,1,90,17.75,0.07211043
KT2440,1,70,17.75,0.04900322
KT2440,1,50,17.75,0.056705624
KT2440,1,25,17.75,0.037449616
KT2440,1,20,17.75,0.040319385
KT2440,1,15,17.75,3.01051409
KT2440,1,10,17.75,6.245586611
KT2440,1,5,17.75,5.779591216
KT2440,1,2,17.75,5.868168853
KT2440,1,1,17.75,5.852764047
KT2440,1,0,17.75,5.748781603
KT2440,2,90,17.75,0.075961632
KT2440,2,70,17.75,0.045152019
KT2440,2,50,17.75,0.045152019
KT2440,2,25,17.75,0.029747212
KT2440,2,20,17.75,0.035839453
KT2440,2,15,17.75,3.122512382
KT2440,2,10,17.75,6.272545022
KT2440,2,5,17.75,5.756484007
KT2440,2,2,17.75,5.833508039
KT2440,2,1,17.75,5.841210442
KT2440,2,0,17.75,5.733376797
KT2440,3,90,17.75,0.099068841
KT2440,3,70,17.75,0.056705624
KT2440,3,50,17.75,0.075961632
KT2440,3,25,17.75,0.041300817
KT2440,3,20,17.75,0.044799317
KT2440,3,15,17.75,3.243470538
KT2440,3,10,17.75,6.183967385
KT2440,3,5,17.75,5.725674394
KT2440,3,2,17.75,5.821954434
KT2440,3,1,17.75,5.83735924
KT2440,3,0,17.75,5.744930402
KT2440,1,90,18,0.07211043
KT2440,1,70,18,0.04900322
KT2440,1,50,18,0.056705624
KT2440,1,25,18,0.037449616
KT2440,1,20,18,0.040319385
KT2440,1,15,18,3.001554227
KT2440,1,10,18,6.257140216
KT2440,1,5,18,5.787293619
KT2440,1,2,18,5.872020055
KT2440,1,1,18,5.856615248
KT2440,1,0,18,5.76418641
KT2440,2,90,18,0.075961632
KT2440,2,70,18,0.041300817
KT2440,2,50,18,0.04900322
KT2440,2,25,18,0.029747212
KT2440,2,20,18,0.035839453
KT2440,2,15,18,3.122512382
KT2440,2,10,18,6.29180103
KT2440,2,5,18,5.775740015
KT2440,2,2,18,5.845061644
KT2440,2,1,18,5.845061644
KT2440,2,0,18,5.737227998
KT2440,3,90,18,0.099068841
KT2440,3,70,18,0.056705624
KT2440,3,50,18,0.091366438
KT2440,3,25,18,0.04900322
KT2440,3,20,18,0.035839453
KT2440,3,15,18,3.24795047
KT2440,3,10,18,6.199372192
KT2440,3,5,18,5.7410792
KT2440,3,2,18,5.829656837
KT2440,3,1,18,5.845061644
KT2440,3,0,18,5.744930402
KT2440,1,90,18.25,0.07184483
KT2440,1,70,18.25,0.04873762
KT2440,1,50,18.25,0.060291225
KT2440,1,25,18.25,0.037184016
KT2440,1,20,18.25,0.040319385
KT2440,1,15,18.25,3.019473954
KT2440,1,10,18.25,6.260725817
KT2440,1,5,18.25,5.794730422
KT2440,1,2,18.25,5.879456858
KT2440,1,1,18.25,5.871754455
KT2440,1,0,18.25,5.76392081
KT2440,2,90,18.25,0.075696032
KT2440,2,70,18.25,0.041035217
KT2440,2,50,18.25,0.04873762
KT2440,2,25,18.25,0.029481612
KT2440,2,20,18.25,0.035839453
KT2440,2,15,18.25,3.144912041
KT2440,2,10,18.25,6.310791438
KT2440,2,5,18.25,5.775474414
KT2440,2,2,18.25,5.844796043
KT2440,2,1,18.25,5.844796043
KT2440,2,0,18.25,5.748516003
KT2440,3,90,18.25,0.098803241
KT2440,3,70,18.25,0.052588822
KT2440,3,50,18.25,0.087249636
KT2440,3,25,18.25,0.041035217
KT2440,3,20,18.25,0.044799317
KT2440,3,15,18.25,3.261390265
KT2440,3,10,18.25,6.253023414
KT2440,3,5,18.25,5.752367205
KT2440,3,2,18.25,5.833242439
KT2440,3,1,18.25,5.848647245
KT2440,3,0,18.25,5.748516003
KT2440,1,90,18.5,0.075430432
KT2440,1,70,18.5,0.04847202
KT2440,1,50,18.5,0.060025625
KT2440,1,25,18.5,0.036918415
KT2440,1,20,18.5,0.040319385
KT2440,1,15,18.5,3.032913749
KT2440,1,10,18.5,6.260460217
KT2440,1,5,18.5,5.798316024
KT2440,1,2,18.5,5.883042459
KT2440,1,1,18.5,5.871488855
KT2440,1,0,18.5,5.76365521
KT2440,2,90,18.5,0.075430432
KT2440,2,70,18.5,0.040769617
KT2440,2,50,18.5,0.044620819
KT2440,2,25,18.5,0.029216012
KT2440,2,20,18.5,0.035839453
KT2440,2,15,18.5,3.158351836
KT2440,2,10,18.5,6.337484249
KT2440,2,5,18.5,5.775208814
KT2440,2,2,18.5,5.844530443
KT2440,2,1,18.5,5.840679242
KT2440,2,0,18.5,5.752101605
KT2440,3,90,18.5,0.098537641
KT2440,3,70,18.5,0.052323222
KT2440,3,50,18.5,0.079281633
KT2440,3,25,18.5,0.044620819
KT2440,3,20,18.5,0.040319385
KT2440,3,15,18.5,3.27483006
KT2440,3,10,18.5,6.295121032
KT2440,3,5,18.5,5.755952806
KT2440,3,2,18.5,5.832976838
KT2440,3,1,18.5,5.840679242
KT2440,3,0,18.5,5.752101605
KT2440,1,90,18.75,0.07184483
KT2440,1,70,18.75,0.04873762
KT2440,1,50,18.75,0.060291225
KT2440,1,25,18.75,0.037184016
KT2440,1,20,18.75,0.040319385
KT2440,1,15,18.75,3.041873612
KT2440,1,10,18.75,6.256874616
KT2440,1,5,18.75,5.817837632
KT2440,1,2,18.75,5.88330806
KT2440,1,1,18.75,5.879456858
KT2440,1,0,18.75,5.775474414
KT2440,2,90,18.75,0.075696032
KT2440,2,70,18.75,0.041035217
KT2440,2,50,18.75,0.044886419
KT2440,2,25,18.75,0.029481612
KT2440,2,20,18.75,0.035839453
KT2440,2,15,18.75,3.167311699
KT2440,2,10,18.75,6.349303454
KT2440,2,5,18.75,5.787028019
KT2440,2,2,18.75,5.848647245
KT2440,2,1,18.75,5.840944842
KT2440,2,0,18.75,5.76392081
KT2440,3,90,18.75,0.098803241
KT2440,3,70,18.75,0.056440024
KT2440,3,50,18.75,0.083398435
KT2440,3,25,18.75,0.041035217
KT2440,3,20,18.75,0.044799317
KT2440,3,15,18.75,3.283789923
KT2440,3,10,18.75,6.31464264
KT2440,3,5,18.75,5.767772011
KT2440,3,2,18.75,5.83709364
KT2440,3,1,18.75,5.844796043
KT2440,3,0,18.75,5.760069608
KT2440,1,90,19,0.07197763
KT2440,1,70,19,0.04887042
KT2440,1,50,19,0.056572824
KT2440,1,25,19,0.037316816
KT2440,1,20,19,0.044799317
KT2440,1,15,19,3.050833476
KT2440,1,10,19,6.253156214
KT2440,1,5,19,5.814119231
KT2440,1,2,19,5.88344086
KT2440,1,1,19,5.875738456
KT2440,1,0,19,5.771756013
KT2440,2,90,19,0.075828832
KT2440,2,70,19,0.045019219
KT2440,2,50,19,0.04887042
KT2440,2,25,19,0.029614412
KT2440,2,20,19,0.035839453
KT2440,2,15,19,3.180751494
KT2440,2,10,19,6.376394666
KT2440,2,5,19,5.791012021
KT2440,2,2,19,5.856482448
KT2440,2,1,19,5.841077642
KT2440,2,0,19,5.767904811
KT2440,3,90,19,0.098936041
KT2440,3,70,19,0.056572824
KT2440,3,50,19,0.083531235
KT2440,3,25,19,0.041168017
KT2440,3,20,19,0.040319385
KT2440,3,15,19,3.30170965
KT2440,3,10,19,6.33788265
KT2440,3,5,19,5.775607215
KT2440,3,2,19,5.841077642
KT2440,3,1,19,5.848780045
KT2440,3,0,19,5.760202408
KT2440,1,90,19.25,0.07197763
KT2440,1,70,19.25,0.04887042
KT2440,1,50,19.25,0.060424025
KT2440,1,25,19.25,0.037316816
KT2440,1,20,19.25,0.040319385
KT2440,1,15,19.25,3.050833476
KT2440,1,10,19.25,6.241602609
KT2440,1,5,19.25,5.825672835
KT2440,1,2,19.25,5.887292061
KT2440,1,1,19.25,5.875738456
KT2440,1,0,19.25,5.775607215
KT2440,2,90,19.25,0.075828832
KT2440,2,70,19.25,0.04887042
KT2440,2,50,19.25,0.056572824
KT2440,2,25,19.25,0.029614412
KT2440,2,20,19.25,0.035839453
KT2440,2,15,19.25,3.180751494
KT2440,2,10,19.25,6.384097069
KT2440,2,5,19.25,5.794863223
KT2440,2,2,19.25,5.852631247
KT2440,2,1,19.25,5.841077642
KT2440,2,0,19.25,5.767904811
KT2440,3,90,19.25,0.098936041
KT2440,3,70,19.25,0.056572824
KT2440,3,50,19.25,0.079680033
KT2440,3,25,19.25,0.041168017
KT2440,3,20,19.25,0.044799317
KT2440,3,15,19.25,3.30170965
KT2440,3,10,19.25,6.376394666
KT2440,3,5,19.25,5.783309618
KT2440,3,2,19.25,5.841077642
KT2440,3,1,19.25,5.852631247
KT2440,3,0,19.25,5.76405361
KT2440,1,90,19.5,0.07197763
KT2440,1,70,19.5,0.04887042
KT2440,1,50,19.5,0.056572824
KT2440,1,25,19.5,0.037316816
KT2440,1,20,19.5,0.044799317
KT2440,1,15,19.5,3.073233134
KT2440,1,10,19.5,6.230049004
KT2440,1,5,19.5,5.829524037
KT2440,1,2,19.5,5.887292061
KT2440,1,1,19.5,5.879589658
KT2440,1,0,19.5,5.775607215
KT2440,2,90,19.5,0.075828832
KT2440,2,70,19.5,0.045019219
KT2440,2,50,19.5,0.04887042
KT2440,2,25,19.5,0.029614412
KT2440,2,20,19.5,0.035839453
KT2440,2,15,19.5,3.198671221
KT2440,2,10,19.5,6.364841061
KT2440,2,5,19.5,5.791012021
KT2440,2,2,19.5,5.848780045
KT2440,2,1,19.5,5.83722644
KT2440,2,0,19.5,5.775607215
KT2440,3,90,19.5,0.098936041
KT2440,3,70,19.5,0.068126428
KT2440,3,50,19.5,0.083531235
KT2440,3,25,19.5,0.045019219
KT2440,3,20,19.5,0.040319385
KT2440,3,15,19.5,3.319629376
KT2440,3,10,19.5,6.403353077
KT2440,3,5,19.5,5.783309618
KT2440,3,2,19.5,5.83722644
KT2440,3,1,19.5,5.852631247
KT2440,3,0,19.5,5.771756013
KT2440,1,90,19.75,0.07184483
KT2440,1,70,19.75,0.04873762
KT2440,1,50,19.75,0.060291225
KT2440,1,25,19.75,0.037184016
KT2440,1,20,19.75,0.044799317
KT2440,1,15,19.75,3.077713066
KT2440,1,10,19.75,6.222213801
KT2440,1,5,19.75,5.833242439
KT2440,1,2,19.75,5.887159261
KT2440,1,1,19.75,5.887159261
KT2440,1,0,19.75,5.787028019
KT2440,2,90,19.75,0.075696032
KT2440,2,70,19.75,0.044886419
KT2440,2,50,19.75,0.04873762
KT2440,2,25,19.75,0.029481612
KT2440,2,20,19.75,0.035839453
KT2440,2,15,19.75,3.203151153
KT2440,2,10,19.75,6.349303454
KT2440,2,5,19.75,5.806284027
KT2440,2,2,19.75,5.856349648
KT2440,2,1,19.75,5.844796043
KT2440,2,0,19.75,5.775474414
KT2440,3,90,19.75,0.09495204
KT2440,3,70,19.75,0.060291225
KT2440,3,50,19.75,0.07184483
KT2440,3,25,19.75,0.041035217
KT2440,3,20,19.75,0.049279249
KT2440,3,15,19.75,3.333069171
KT2440,3,10,19.75,6.43402989
KT2440,3,5,19.75,5.787028019
KT2440,3,2,19.75,5.844796043
KT2440,3,1,19.75,5.856349648
KT2440,3,0,19.75,5.775474414
KT2440,1,90,20,0.07197763
KT2440,1,70,20,0.04887042
KT2440,1,50,20,0.056572824
KT2440,1,25,20,0.037316816
KT2440,1,20,20,0.044799317
KT2440,1,15,20,3.082192997
KT2440,1,10,20,6.199239392
KT2440,1,5,20,5.841077642
KT2440,1,2,20,5.898845666
KT2440,1,1,20,5.891143263
KT2440,1,0,20,5.783309618
KT2440,2,90,20,0.075828832
KT2440,2,70,20,0.04887042
KT2440,2,50,20,0.052721622
KT2440,2,25,20,0.029614412
KT2440,2,20,20,0.035839453
KT2440,2,15,20,3.212111016
KT2440,2,10,20,6.326329045
KT2440,2,5,20,5.810268029
KT2440,2,2,20,5.856482448
KT2440,2,1,20,5.848780045
KT2440,2,0,20,5.783309618
KT2440,3,90,20,0.098936041
KT2440,3,70,20,0.060424025
KT2440,3,50,20,0.079680033
KT2440,3,25,20,0.045019219
KT2440,3,20,20,0.040319385
KT2440,3,15,20,3.333069171
KT2440,3,10,20,6.438013891
KT2440,3,5,20,5.794863223
KT2440,3,2,20,5.848780045
KT2440,3,1,20,5.86033365
KT2440,3,0,20,5.783309618
KT2440,1,90,20.25,0.07184483
KT2440,1,70,20.25,0.04873762
KT2440,1,50,20.25,0.060291225
KT2440,1,25,20.25,0.037184016
KT2440,1,20,20.25,0.044799317
KT2440,1,15,20.25,3.100112724
KT2440,1,10,20.25,6.17214818
KT2440,1,5,20.25,5.848647245
KT2440,1,2,20.25,5.898712866
KT2440,1,1,20.25,5.891010463
KT2440,1,0,20.25,5.787028019
KT2440,2,90,20.25,0.075696032
KT2440,2,70,20.25,0.041035217
KT2440,2,50,20.25,0.052588822
KT2440,2,25,20.25,0.029481612
KT2440,2,20,20.25,0.035839453
KT2440,2,15,20.25,3.234510674
KT2440,2,10,20.25,6.279981825
KT2440,2,5,20.25,5.810135229
KT2440,2,2,20.25,5.856349648
KT2440,2,1,20.25,5.848647245
KT2440,2,0,20.25,5.783176818
KT2440,3,90,20.25,0.09495204
KT2440,3,70,20.25,0.064142427
KT2440,3,50,20.25,0.087249636
KT2440,3,25,20.25,0.041035217
KT2440,3,20,20.25,0.044799317
KT2440,3,15,20.25,3.35546883
KT2440,3,10,20.25,6.445583495
KT2440,3,5,20.25,5.798581624
KT2440,3,2,20.25,5.844796043
KT2440,3,1,20.25,5.86020085
KT2440,3,0,20.25,5.783176818
KT2440,1,90,20.5,0.07197763
KT2440,1,70,20.5,0.04887042
KT2440,1,50,20.5,0.060424025
KT2440,1,25,20.5,0.037316816
KT2440,1,20,20.5,0.044799317
KT2440,1,15,20.5,3.104592656
KT2440,1,10,20.5,6.137620166
KT2440,1,5,20.5,5.848780045
KT2440,1,2,20.5,5.898845666
KT2440,1,1,20.5,5.875738456
KT2440,1,0,20.5,5.791012021
KT2440,2,90,20.5,0.075828832
KT2440,2,70,20.5,0.045019219
KT2440,2,50,20.5,0.052721622
KT2440,2,25,20.5,0.029614412
KT2440,2,20,20.5,0.040319385
KT2440,2,15,20.5,3.234510674
KT2440,2,10,20.5,6.241602609
KT2440,2,5,20.5,5.810268029
KT2440,2,2,20.5,5.856482448
KT2440,2,1,20.5,5.852631247
KT2440,2,0,20.5,5.791012021
KT2440,3,90,20.5,0.09508484
KT2440,3,70,20.5,0.056572824
KT2440,3,50,20.5,0.087382437
KT2440,3,25,20.5,0.041168017
KT2440,3,20,20.5,0.040319385
KT2440,3,15,20.5,3.364428693
KT2440,3,10,20.5,6.422609085
KT2440,3,5,20.5,5.802565626
KT2440,3,2,20.5,5.844928843
KT2440,3,1,20.5,5.86033365
KT2440,3,0,20.5,5.787160819
KT2440,1,90,20.75,0.07184483
KT2440,1,70,20.75,0.04873762
KT2440,1,50,20.75,0.060291225
KT2440,1,25,20.75,0.037184016
KT2440,1,20,20.75,0.044799317
KT2440,1,15,20.75,3.113552519
KT2440,1,10,20.75,6.083570543
KT2440,1,5,20.75,5.844796043
KT2440,1,2,20.75,5.894861664
KT2440,1,1,20.75,5.867903253
KT2440,1,0,20.75,5.783176818
KT2440,2,90,20.75,0.075696032
KT2440,2,70,20.75,0.044886419
KT2440,2,50,20.75,0.052588822
KT2440,2,25,20.75,0.029481612
KT2440,2,20,20.75,0.035839453
KT2440,2,15,20.75,3.256910333
KT2440,2,10,20.75,6.191404188
KT2440,2,5,20.75,5.817837632
KT2440,2,2,20.75,5.856349648
KT2440,2,1,20.75,5.848647245
KT2440,2,0,20.75,5.790879221
KT2440,3,90,20.75,0.09495204
KT2440,3,70,20.75,0.060291225
KT2440,3,50,20.75,0.079547233
KT2440,3,25,20.75,0.044886419
KT2440,3,20,20.75,0.044799317
KT2440,3,15,20.75,3.38234842
KT2440,3,10,20.75,6.391666672
KT2440,3,5,20.75,5.802432826
KT2440,3,2,20.75,5.848647245
KT2440,3,1,20.75,5.856349648
KT2440,3,0,20.75,5.787028019
KT2440,1,90,21,0.07184483
KT2440,1,70,21,0.04873762
KT2440,1,50,21,0.056440024
KT2440,1,25,21,0.037184016
KT2440,1,20,21,0.044799317
KT2440,1,15,21,3.122512382
KT2440,1,10,21,6.045058527
KT2440,1,5,21,5.848647245
KT2440,1,2,21,5.894861664
KT2440,1,1,21,5.856349648
KT2440,1,0,21,5.787028019
KT2440,2,90,21,0.075696032
KT2440,2,70,21,0.044886419
KT2440,2,50,21,0.056440024
KT2440,2,25,21,0.029481612
KT2440,2,20,21,0.035839453
KT2440,2,15,21,3.265870196
KT2440,2,10,21,6.145189769
KT2440,2,5,21,5.821688834
KT2440,2,2,21,5.856349648
KT2440,2,1,21,5.856349648
KT2440,2,0,21,5.798581624
KT2440,3,90,21,0.09495204
KT2440,3,70,21,0.060291225
KT2440,3,50,21,0.083398435
KT2440,3,25,21,0.044886419
KT2440,3,20,21,0.044799317
KT2440,3,15,21,3.391308283
KT2440,3,10,21,6.360857059
KT2440,3,5,21,5.813986431
KT2440,3,2,21,5.848647245
KT2440,3,1,21,5.856349648
KT2440,3,0,21,5.790879221
KT2440,1,90,21.25,0.07171203
KT2440,1,70,21.25,0.04860482
KT2440,1,50,21.25,0.056307224
KT2440,1,25,21.25,0.037051215
KT2440,1,20,21.25,0.049279249
KT2440,1,15,21.25,3.131472246
KT2440,1,10,21.25,5.987157703
KT2440,1,5,21.25,5.875472856
KT2440,1,2,21.25,5.898580066
KT2440,1,1,21.25,5.86006805
KT2440,1,0,21.25,5.798448824
KT2440,2,90,21.25,0.07171203
KT2440,2,70,21.25,0.040902417
KT2440,2,50,21.25,0.052456022
KT2440,2,25,21.25,0.029348812
KT2440,2,20,21.25,0.035839453
KT2440,2,15,21.25,3.279309991
KT2440,2,10,21.25,6.106544953
KT2440,2,5,21.25,5.829258437
KT2440,2,2,21.25,5.86006805
KT2440,2,1,21.25,5.86006805
KT2440,2,0,21.25,5.802300026
KT2440,3,90,21.25,0.09481924
KT2440,3,70,21.25,0.064009627
KT2440,3,50,21.25,0.075563232
KT2440,3,25,21.25,0.040902417
KT2440,3,20,21.25,0.044799317
KT2440,3,15,21.25,3.404748078
KT2440,3,10,21.25,6.322212243
KT2440,3,5,21.25,5.817704832
KT2440,3,2,21.25,5.852365647
KT2440,3,1,21.25,5.863919251
KT2440,3,0,21.25,5.794597622
KT2440,1,90,21.5,0.07211043
KT2440,1,70,21.5,0.04900322
KT2440,1,50,21.5,0.056705624
KT2440,1,25,21.5,0.037449616
KT2440,1,20,21.5,0.049279249
KT2440,1,15,21.5,3.131472246
KT2440,1,10,21.5,5.976002498
KT2440,1,5,21.5,5.864317652
KT2440,1,2,21.5,5.895127264
KT2440,1,1,21.5,5.887424861
KT2440,1,0,21.5,5.794996023
KT2440,2,90,21.5,0.075961632
KT2440,2,70,21.5,0.045152019
KT2440,2,50,21.5,0.04900322
KT2440,2,25,21.5,0.029747212
KT2440,2,20,21.5,0.040319385
KT2440,2,15,21.5,3.27483006
KT2440,2,10,21.5,6.09924095
KT2440,2,5,21.5,5.841210442
KT2440,2,2,21.5,5.864317652
KT2440,2,1,21.5,5.868168853
KT2440,2,0,21.5,5.814252031
KT2440,3,90,21.5,0.09521764
KT2440,3,70,21.5,0.060556825
KT2440,3,50,21.5,0.091366438
KT2440,3,25,21.5,0.045152019
KT2440,3,20,21.5,0.040319385
KT2440,3,15,21.5,3.404748078
KT2440,3,10,21.5,6.276396224
KT2440,3,5,21.5,5.821954434
KT2440,3,2,21.5,5.852764047
KT2440,3,1,21.5,5.864317652
KT2440,3,0,21.5,5.814252031
KT2440,1,90,21.75,0.07197763
KT2440,1,70,21.75,0.04887042
KT2440,1,50,21.75,0.056572824
KT2440,1,25,21.75,0.037316816
KT2440,1,20,21.75,0.049279249
KT2440,1,15,21.75,3.140432109
KT2440,1,10,21.75,5.964316093
KT2440,1,5,21.75,5.844928843
KT2440,1,2,21.75,5.88344086
KT2440,1,1,21.75,5.856482448
KT2440,1,0,21.75,5.767904811
KT2440,2,90,21.75,0.07197763
KT2440,2,70,21.75,0.045019219
KT2440,2,50,21.75,0.052721622
KT2440,2,25,21.75,0.029614412
KT2440,2,20,21.75,0.035839453
KT2440,2,15,21.75,3.288269855
KT2440,2,10,21.75,6.07600094
KT2440,2,5,21.75,5.841077642
KT2440,2,2,21.75,5.864184852
KT2440,2,1,21.75,5.86033365
KT2440,2,0,21.75,5.814119231
KT2440,3,90,21.75,0.09508484
KT2440,3,70,21.75,0.064275227
KT2440,3,50,21.75,0.083531235
KT2440,3,25,21.75,0.04887042
KT2440,3,20,21.75,0.049279249
KT2440,3,15,21.75,3.413707942
KT2440,3,10,21.75,6.237751408
KT2440,3,5,21.75,5.821821634
KT2440,3,2,21.75,5.852631247
KT2440,3,1,21.75,5.86033365
KT2440,3,0,21.75,5.814119231
KT2440,1,90,22,0.07184483
KT2440,1,70,22,0.04873762
KT2440,1,50,22,0.056440024
KT2440,1,25,22,0.037184016
KT2440,1,20,22,0.049279249
KT2440,1,15,22,3.153871904
KT2440,1,10,22,5.937224882
KT2440,1,5,22,5.879456858
KT2440,1,2,22,5.902564068
KT2440,1,1,22,5.852498447
KT2440,1,0,22,5.752367205
KT2440,2,90,22,0.07184483
KT2440,2,70,22,0.044886419
KT2440,2,50,22,0.052588822
KT2440,2,25,22,0.029481612
KT2440,2,20,22,0.040319385
KT2440,2,15,22,3.315149445
KT2440,2,10,22,6.056612132
KT2440,2,5,22,5.852498447
KT2440,2,2,22,5.86020085
KT2440,2,1,22,5.867903253
KT2440,2,0,22,5.817837632
KT2440,3,90,22,0.098803241
KT2440,3,70,22,0.060291225
KT2440,3,50,22,0.064142427
KT2440,3,25,22,0.04873762
KT2440,3,20,22,0.040319385
KT2440,3,15,22,3.440587532
KT2440,3,10,22,6.187552987
KT2440,3,5,22,5.829391237
KT2440,3,2,22,5.856349648
KT2440,3,1,22,5.871754455
KT2440,3,0,22,5.817837632
KT2440,1,90,22.25,0.07197763
KT2440,1,70,22.25,0.04887042
KT2440,1,50,22.25,0.056572824
KT2440,1,25,22.25,0.037316816
KT2440,1,20,22.25,0.049279249
KT2440,1,15,22.25,3.158351836
KT2440,1,10,22.25,5.948911287
KT2440,1,5,22.25,5.879589658
KT2440,1,2,22.25,5.906548069
KT2440,1,1,22.25,5.844928843
KT2440,1,0,22.25,5.729392795
KT2440,2,90,22.25,0.075828832
KT2440,2,70,22.25,0.045019219
KT2440,2,50,22.25,0.04887042
KT2440,2,25,22.25,0.029614412
KT2440,2,20,22.25,0.035839453
KT2440,2,15,22.25,3.324109308
KT2440,2,10,22.25,6.025935319
KT2440,2,5,22.25,5.848780045
KT2440,2,2,22.25,5.864184852
KT2440,2,1,22.25,5.86033365
KT2440,2,0,22.25,5.817970432
KT2440,3,90,22.25,0.09508484
KT2440,3,70,22.25,0.068126428
KT2440,3,50,22.25,0.087382437
KT2440,3,25,22.25,0.045019219
KT2440,3,20,22.25,0.044799317
KT2440,3,15,22.25,3.449547395
KT2440,3,10,22.25,6.129917763
KT2440,3,5,22.25,5.825672835
KT2440,3,2,22.25,5.848780045
KT2440,3,1,22.25,5.864184852
KT2440,3,0,22.25,5.814119231
KT2440,1,90,22.5,0.07211043
KT2440,1,70,22.5,0.04900322
KT2440,1,50,22.5,0.060556825
KT2440,1,25,22.5,0.037449616
KT2440,1,20,22.5,0.05375918
KT2440,1,15,22.5,3.158351836
KT2440,1,10,22.5,5.960597692
KT2440,1,5,22.5,5.887424861
KT2440,1,2,22.5,5.910532071
KT2440,1,1,22.5,5.841210442
KT2440,1,0,22.5,5.71797199
KT2440,2,90,22.5,0.07211043
KT2440,2,70,22.5,0.045152019
KT2440,2,50,22.5,0.04900322
KT2440,2,25,22.5,0.029747212
KT2440,2,20,22.5,0.040319385
KT2440,2,15,22.5,3.32858924
KT2440,2,10,22.5,6.022216918
KT2440,2,5,22.5,5.848912845
KT2440,2,2,22.5,5.86046645
KT2440,2,1,22.5,5.856615248
KT2440,2,0,22.5,5.818103232
KT2440,3,90,22.5,0.09521764
KT2440,3,70,22.5,0.064408027
KT2440,3,50,22.5,0.079812833
KT2440,3,25,22.5,0.045152019
KT2440,3,20,22.5,0.040319385
KT2440,3,15,22.5,3.454027327
KT2440,3,10,22.5,6.09924095
KT2440,3,5,22.5,5.829656837
KT2440,3,2,22.5,5.848912845
KT2440,3,1,22.5,5.86046645
KT2440,3,0,22.5,5.806549627
KT2440,1,90,22.75,0.068392029
KT2440,1,70,22.75,0.049136021
KT2440,1,50,22.75,0.056838424
KT2440,1,25,22.75,0.037582416
KT2440,1,20,22.75,0.05375918
KT2440,1,15,22.75,3.140432109
KT2440,1,10,22.75,5.9799865
KT2440,1,5,22.75,5.895260065
KT2440,1,2,22.75,5.902962468
KT2440,1,1,22.75,5.829789637
KT2440,1,0,22.75,5.694997581
KT2440,2,90,22.75,0.07224323
KT2440,2,70,22.75,0.045284819
KT2440,2,50,22.75,0.049136021
KT2440,2,25,22.75,0.029880012
